"AWAY_2PA"	"AWAY_2PM"	"AWAY_3PA"	"AWAY_3PM"	"AWAY_FTA"	"AWAY_FTM"	"AWAY_TO"	"AWAY_ORB"	"AWAY_DRB"	"HOME_2PA"	"HOME_2PM"	"HOME_3PA"	"HOME_3PM"	"HOME_FTA"	"HOME_FTM"	"HOME_TO"	"HOME_ORB"	"HOME_DRB"	"WINNER"
"604"	53.2272727272727	26	26.3636363636364	11.0454545454545	25.3636363636364	18.5909090909091	13.5	9.27272727272727	32.3636363636364	59.5789473684211	28.1052631578947	19.3684210526316	7.31578947368421	24.2631578947368	17.1578947368421	13.2631578947368	9.94736842105263	30.7894736842105	"H"
"605"	62.0476190476191	30	17.7142857142857	6.09523809523809	22.8571428571429	18.8095238095238	16.6190476190476	9.28571428571429	28.6666666666667	66.4210526315789	32.0526315789474	16.1578947368421	5.57894736842105	25.8421052631579	20.3157894736842	13.0526315789474	12.6315789473684	30.3157894736842	"H"
"606"	65.5238095238095	31.2857142857143	16.7619047619048	5.33333333333333	20.1428571428571	15.0952380952381	12.7619047619048	10.7142857142857	27.5714285714286	61	30.6	18.55	6.5	26.7	20.65	12.4	14.2	28.55	"H"
"607"	62.0588235294118	29.1176470588235	14.8235294117647	5.47058823529412	21	15.5294117647059	14.4705882352941	10.7647058823529	27.3529411764706	67.1578947368421	32	20.6842105263158	7.68421052631579	26.2631578947368	20.7894736842105	14.4736842105263	11.2105263157895	35.0526315789474	"H"
"608"	65.6190476190476	30.0952380952381	17.6666666666667	6.71428571428571	20.5238095238095	16.6190476190476	16.1428571428571	11.5714285714286	29.6190476190476	68.25	31.8	15.8	5.3	26.6	19.1	13.65	12.7	29.35	"H"
"609"	63.3478260869565	30.4782608695652	20.2173913043478	6.82608695652174	20.7826086956522	17.1304347826087	13.0434782608696	11.4347826086957	31.6086956521739	60.2173913043478	31.304347826087	16.8260869565217	6.65217391304348	28.0434782608696	21.6086956521739	15.3478260869565	10.9565217391304	32.1739130434783	"H"
"610"	59.4583333333333	27.9166666666667	19	7.25	23.0833333333333	18.5	14.9583333333333	10.125	31.25	66.5238095238095	32	12.6190476190476	4.38095238095238	23.1904761904762	17.6190476190476	12.8095238095238	10.6666666666667	29.5238095238095	"A"
"611"	67.6315789473684	31.1578947368421	16.1052631578947	5.36842105263158	22.6315789473684	17.5263157894737	15.5789473684211	12.5263157894737	30.5789473684211	68.4	33.45	17.55	6.35	33.45	26.4	13.95	12.6	30.85	"H"
"612"	59	30.952380952381	17.7619047619048	6.47619047619048	28.1904761904762	21.4761904761905	16.7619047619048	9.04761904761905	29.7142857142857	55.8571428571429	29.1904761904762	21.4761904761905	7.90476190476191	23.8095238095238	17.952380952381	14	10.0952380952381	29.7142857142857	"A"
"613"	59.5	28	20.6111111111111	7.72222222222222	19.0555555555556	15.1666666666667	12	8.16666666666667	31.9444444444444	65.72	33.48	19.36	7.28	27	20.48	13.88	12.8	32.48	"H"
"614"	61.8181818181818	29.9090909090909	17.8181818181818	6.13636363636364	23.1818181818182	19.1818181818182	16.4545454545455	9.31818181818182	28.5	61.65	30.35	16.15	6.25	23.8	20.4	12.5	8.7	29.95	"H"
"615"	65.5909090909091	32.4090909090909	14.3181818181818	4.54545454545455	26.1818181818182	20.1818181818182	16.3636363636364	11.2727272727273	28.2272727272727	59.7826086956522	29.7826086956522	18.8695652173913	7.04347826086957	34.0869565217391	25.4782608695652	15.304347826087	9.95652173913044	31.5652173913043	"H"
"616"	59.0476190476191	26.9047619047619	21.4761904761905	8.23809523809524	25.7142857142857	18.8095238095238	12.047619047619	10.952380952381	29.7142857142857	59.8	28.3	19.1	7.2	24.65	17.5	12.8	9.75	30.75	"H"
"617"	59.04	27.88	19.24	7.44	23.12	18.48	14.68	10.12	31	56.9523809523809	27.3333333333333	27.9047619047619	10.6666666666667	26	20.7619047619048	15.8095238095238	11.952380952381	31.7142857142857	"H"
"618"	66.0476190476191	30.4285714285714	17.3333333333333	6.23809523809524	23.3333333333333	18.7142857142857	14.5238095238095	12.5714285714286	29.9047619047619	66.85	32.3	15.95	5.45	26.15	20.45	13	12.9	30.35	"A"
"619"	59	27.8571428571429	20.952380952381	8.14285714285714	25.3809523809524	20.047619047619	13.0952380952381	10.1904761904762	29.1428571428571	69.1739130434783	31.8260869565217	10.7391304347826	4.17391304347826	25.4782608695652	19.304347826087	17.1304347826087	11.695652173913	31.5652173913043	"H"
"620"	67.1904761904762	32.4761904761905	12.8571428571429	4	24.5238095238095	18.3809523809524	15.5714285714286	11.6190476190476	29.6666666666667	55.8947368421053	27.4210526315789	20.2105263157895	7.78947368421053	23.3157894736842	18.8421052631579	12.8421052631579	10.6842105263158	30.3157894736842	"H"
"621"	58.8181818181818	30.9545454545455	17.4090909090909	6.40909090909091	28.3636363636364	21.7272727272727	16.9545454545455	8.77272727272727	30.0454545454545	66	31.5714285714286	15.0952380952381	4.76190476190476	23.952380952381	18.2380952380952	14.1904761904762	12.8571428571429	28.1428571428571	"A"
"622"	57.5	26.4090909090909	20.7272727272727	8.31818181818182	22.8181818181818	17.2272727272727	13.2272727272727	12.1363636363636	27.1818181818182	64.5652173913043	29.2608695652174	16.6521739130435	5.26086956521739	23.2608695652174	17.0434782608696	14.1739130434783	11.9130434782609	28.4347826086957	"A"
"623"	61.6666666666667	29	15.2777777777778	5.55555555555556	21.5	15.6666666666667	14.3888888888889	10.7222222222222	27.3333333333333	65.1923076923077	33.1538461538462	19.2692307692308	7.26923076923077	27.1923076923077	20.7692307692308	14.0384615384615	12.5384615384615	32.6538461538462	"A"
"624"	61.2	30.75	16.7	6.35	28.1	21.65	15.95	10.75	29.7	62.25	30	13.9166666666667	4.58333333333333	25.625	19.7083333333333	14.0416666666667	9.95833333333333	28.3333333333333	"A"
"625"	65	31.0416666666667	20.0833333333333	7.25	21.3333333333333	17.5833333333333	15.7083333333333	11.2083333333333	30.4166666666667	51.8	25.35	25.5	9.7	28.1	19.8	14.8	10.95	32.95	"H"
"626"	59.7894736842105	28	20.7368421052632	7.57894736842105	18.8947368421053	15.1052631578947	12.1052631578947	8.26315789473684	31.8421052631579	67.6818181818182	34.5	12.6363636363636	4.59090909090909	28.7727272727273	22.2727272727273	13.5909090909091	12.5	30.4090909090909	"A"
"627"	61.6521739130435	29.695652173913	18.1304347826087	6.34782608695652	22.9130434782609	18.9565217391304	16.304347826087	9.34782608695652	28.2173913043478	57.65	30.95	20.2	7.3	26.3	20.55	13.2	10.45	31.45	"H"
"628"	58.7272727272727	26.7272727272727	21.2272727272727	8	26.0909090909091	19.0454545454545	12.4090909090909	11.0454545454545	29.6818181818182	56.9545454545455	27.5	27.5909090909091	10.4545454545455	26.1363636363636	20.9090909090909	15.6363636363636	11.6818181818182	32.0909090909091	"H"
"629"	62.1052631578947	29.3684210526316	15.8421052631579	5.73684210526316	21.7894736842105	15.7894736842105	14.4210526315789	10.7368421052632	28.1052631578947	61.0952380952381	30.4761904761905	18.4761904761905	6.52380952380952	26.9047619047619	20.7619047619048	12.2857142857143	14.2380952380952	28.3809523809524	"H"
"630"	66	30.4090909090909	17.5	6.63636363636364	20.7727272727273	16.7272727272727	16.0909090909091	11.6363636363636	29.6363636363636	63.8333333333333	28.9583333333333	16.7916666666667	5.375	23.375	17.1666666666667	14.2916666666667	11.8333333333333	28.125	"A"
"631"	60.6190476190476	30.3809523809524	17	6.47619047619048	28.3809523809524	21.9047619047619	16.4761904761905	10.8095238095238	29.8571428571429	55.3	27.05	20.75	8.1	23.2	18.85	13.1	10.75	29.8	"H"
"632"	64.0476190476191	30.2857142857143	14.9047619047619	4.90476190476191	22.2857142857143	16.3333333333333	11.6666666666667	10.7142857142857	30.6190476190476	68.5238095238095	32	15.9047619047619	5.28571428571429	26.6666666666667	19.2380952380952	13.8095238095238	12.8095238095238	29.4285714285714	"A"
"633"	67.375	31.5	18.6666666666667	6.66666666666667	27	20.125	15.875	12.25	29.2916666666667	62	31.1	20.85	7.05	22.35	18	13.45	11.7	32.3	"H"
"634"	64.5263157894737	30.1578947368421	13.2105263157895	4.21052631578947	25.7368421052632	18.8947368421053	15.3157894736842	10.3157894736842	27.7368421052632	68.875	31.5833333333333	10.75	4.16666666666667	26	19.75	17.2083333333333	11.8333333333333	31.7916666666667	"H"
"635"	64.8888888888889	29.9259259259259	16.037037037037	5.85185185185185	24.1851851851852	18.8148148148148	15.5185185185185	12.1111111111111	28.4814814814815	67.1	32	20.65	7.55	26.1	20.7	14.55	11.6	34.95	"H"
"636"	66.5454545454545	32.5454545454545	12.9090909090909	3.90909090909091	24.3181818181818	18.0909090909091	15.8636363636364	11.5454545454545	29.5454545454545	59.75	28.1	20.65	7.35	25.8	21	13.5	10.8	33.65	"A"
"637"	61.125	29.5	18.4166666666667	6.58333333333333	23.0416666666667	19.1666666666667	16.0833333333333	9.16666666666667	27.875	60.4583333333333	31.4166666666667	17.25	7.04166666666667	27.375	21.0416666666667	15.0416666666667	10.875	32	"H"
"638"	62.28	29.4	16.76	6.2	22.72	18.04	14.24	9.16	29.92	60.3913043478261	27.6086956521739	20.304347826087	7.39130434782609	25.4782608695652	19.5652173913043	13.8695652173913	11.9565217391304	30.0869565217391	"A"
"639"	64.8636363636364	30.8636363636364	16.7272727272727	5.54545454545455	20	15	13.4090909090909	10.5909090909091	27.6818181818182	59.5714285714286	28.2857142857143	19.1904761904762	7.19047619047619	24.5238095238095	17.5238095238095	13	9.76190476190476	30.8095238095238	"H"
"640"	57.1818181818182	28.4090909090909	21.0454545454545	7.86363636363636	23.9090909090909	17.2272727272727	13.1818181818182	10.6363636363636	30.7272727272727	51.6666666666667	25.5714285714286	25.8571428571429	9.95238095238095	28.5238095238095	20.2857142857143	14.8571428571429	10.9047619047619	33.2857142857143	"H"
"641"	59.4	27.9	20.7	7.75	19.55	15.4	12.15	8.2	31.65	61.2	32.4	17.15	6.95	25.8	19.2	16.1	10.45	33.05	"A"
"642"	58.8636363636364	29.3181818181818	17.2727272727273	6.22727272727273	25.5	19.5909090909091	16.8636363636364	10.7727272727273	31.7272727272727	66.4545454545455	32.2727272727273	12.6363636363636	4.45454545454545	23.0454545454545	17.3181818181818	12.4545454545455	10.6363636363636	29.3181818181818	"A"
"643"	62.05	29.15	15.5	5.65	21.55	15.6	14.5	10.55	27.65	60.125	29.9583333333333	19.0833333333333	7.08333333333333	34.2083333333333	25.4583333333333	15.1666666666667	10.25	31.5	"H"
"644"	66.2173913043478	30.6521739130435	17.0434782608696	6.39130434782609	20.9565217391304	16.8695652173913	16.1739130434783	11.7826086956522	29.9565217391304	65.0909090909091	30.2272727272727	17.8636363636364	6.13636363636364	27.4090909090909	21.5	15	11.3636363636364	29.5454545454545	"A"
"645"	67.76	31.36	18.36	6.64	26.76	20.08	15.8	12.08	29.32	55.1428571428571	27.047619047619	20.6190476190476	8.04761904761905	23.2857142857143	18.8571428571429	13.1904761904762	10.5238095238095	29.7619047619048	"A"
"646"	67.7	30.85	16.2	5.5	22.85	17.55	15.7	12.65	30.65	57.3809523809524	30.7142857142857	20.4761904761905	7.47619047619048	26.952380952381	21.0952380952381	13.2857142857143	10.7619047619048	31.4761904761905	"H"
"647"	64.4705882352941	32.0588235294118	17.4117647058824	6.76470588235294	27.2352941176471	21.2352941176471	13.5294117647059	11.7058823529412	30.3529411764706	68.3636363636364	32.1363636363636	15.7272727272727	5.13636363636364	26.1818181818182	18.9545454545455	13.7272727272727	12.5909090909091	29.4545454545455	"A"
"648"	63.7272727272727	30.3636363636364	19.4090909090909	6.59090909090909	21.7727272727273	16.7727272727273	12.3181818181818	11.0909090909091	28	66.9523809523809	32.1904761904762	20.3809523809524	7.42857142857143	26.3333333333333	20.6666666666667	14.952380952381	11.5238095238095	34.8095238095238	"H"
"649"	64.5714285714286	29.8928571428571	15.9285714285714	5.75	24.6785714285714	19.2857142857143	15.7142857142857	11.8214285714286	28.4285714285714	61.9523809523809	30.5714285714286	15.8571428571429	6.23809523809524	24.047619047619	20.6190476190476	12.5238095238095	8.76190476190476	30.0952380952381	"A"
"650"	59.4090909090909	27.9545454545455	20.7727272727273	7.95454545454545	25.0454545454545	19.7272727272727	13.2272727272727	10.3636363636364	29.2272727272727	56.1363636363636	29.2272727272727	21.5	7.77272727272727	24.0909090909091	18.2272727272727	13.9545454545455	10.1818181818182	29.6363636363636	"H"
"651"	72.4761904761905	32.9047619047619	10.6190476190476	3.85714285714286	24.9047619047619	19.4761904761905	15.8095238095238	11.7619047619048	30.1428571428571	67.4347826086957	34.3913043478261	12.8260869565217	4.65217391304348	28.6086956521739	22.0869565217391	13.5652173913043	12.4347826086957	30.6086956521739	"H"
"652"	65	30.7391304347826	16.5652173913043	5.39130434782609	19.695652173913	14.7391304347826	13.6086956521739	10.5652173913043	27.8695652173913	68.0476190476191	32.8095238095238	13.047619047619	4.71428571428571	25.1904761904762	18.5238095238095	15.1428571428571	13.8571428571429	30.4285714285714	"H"
"653"	59.1304347826087	27.1304347826087	21.0434782608696	7.8695652173913	26.3478260869565	18.9565217391304	12.2608695652174	10.8695652173913	29.695652173913	67.0476190476191	32.3333333333333	15.8571428571429	5.23809523809524	25.8095238095238	20.1428571428571	13.047619047619	12.9047619047619	30.3333333333333	"H"
"654"	66.375	31.0833333333333	16.7916666666667	6.29166666666667	21.2083333333333	16.7916666666667	16	11.75	29.7916666666667	61.8095238095238	32.5714285714286	16.6666666666667	6.80952380952381	25.7619047619048	19.2380952380952	15.7142857142857	10.2380952380952	32.9523809523809	"A"
"655"	63.0416666666667	30.2916666666667	20.2083333333333	6.79166666666667	21.4166666666667	17.6666666666667	13.125	11.4583333333333	31.4583333333333	59.1363636363636	28	19.7727272727273	7.31818181818182	24.4090909090909	17.5909090909091	12.8181818181818	9.77272727272727	31.1818181818182	"A"
"656"	67.6923076923077	31.3076923076923	18.3076923076923	6.53846153846154	26.5769230769231	20.0384615384615	15.7692307692308	12	29.6153846153846	60.2380952380952	28.1428571428571	20.6190476190476	7.38095238095238	25.3333333333333	20.5238095238095	13.5714285714286	10.952380952381	33.2857142857143	"H"
"657"	67.2857142857143	30.5238095238095	16.7619047619048	5.76190476190476	22.4761904761905	17.3809523809524	15.3809523809524	12.4285714285714	30.4761904761905	66.1818181818182	31.4090909090909	14.9090909090909	4.72727272727273	23.9545454545455	18.2727272727273	14.1363636363636	12.6363636363636	28.2272727272727	"H"
"658"	64.6666666666667	32.3888888888889	17.9444444444444	6.94444444444444	27.5555555555556	21.5	13.5	12.1111111111111	30.5555555555556	62.6	29.84	13.72	4.56	25.8	19.76	14.52	10.04	28.28	"A"
"659"	59.2173913043478	27.7391304347826	20.7391304347826	7.91304347826087	25.304347826087	19.7826086956522	13.3913043478261	10.5217391304348	29.0434782608696	67.4090909090909	32.8181818181818	13.5	4.90909090909091	24.9545454545455	18.1818181818182	15.0454545454545	13.5909090909091	30.3181818181818	"A"
"660"	58.0476190476191	27.6190476190476	18.7619047619048	7.47619047619048	21.952380952381	17.8571428571429	12.2857142857143	8.28571428571429	28.1428571428571	58	29.125	20.5833333333333	8.45833333333333	20.5416666666667	15.125	12.125	9.08333333333333	31.4583333333333	"H"
"661"	56.4545454545455	26.8181818181818	30.2727272727273	10.2272727272727	19.0909090909091	15.3636363636364	14.5454545454545	10.0454545454545	30.5909090909091	66.4545454545455	31.7272727272727	20.8636363636364	7.77272727272727	26.4545454545455	20.8636363636364	14.7727272727273	11.5909090909091	34.7727272727273	"A"
"662"	65.8260869565217	32.3478260869565	14.2608695652174	4.47826086956522	26.8260869565217	20.4347826086957	16.5217391304348	11.695652173913	28.1739130434783	60.9545454545455	30.5	18.3181818181818	6.31818181818182	26.9090909090909	20.7272727272727	12.5909090909091	14.3636363636364	28.3636363636364	"H"
"663"	57.6521739130435	28.3478260869565	20.7391304347826	7.82608695652174	23.7391304347826	17.0434782608696	12.9130434782609	10.5217391304348	30.7391304347826	66.4347826086957	32.1304347826087	12.4347826086957	4.30434782608696	23.0434782608696	17.304347826087	12.4347826086957	10.6521739130435	29.1304347826087	"A"
"664"	65.2272727272727	30.0454545454545	17.7727272727273	6.31818181818182	23.4090909090909	18.8636363636364	14.7727272727273	12.3181818181818	30.1363636363636	60.72	31.56	17.08	7.12	27.36	21.08	14.88	10.88	31.88	"H"
"665"	71.9090909090909	32.8636363636364	10.6363636363636	3.77272727272727	24.9090909090909	19.5	16.2272727272727	11.8636363636364	30.0909090909091	64.8695652173913	29.9565217391304	17.7826086956522	6.04347826086957	27.6521739130435	21.7826086956522	15.304347826087	11.5217391304348	29.5217391304348	"H"
"666"	52.8260869565217	25.9130434782609	26.304347826087	10.9565217391304	25.4782608695652	18.7391304347826	13.5217391304348	9.08695652173913	32.5217391304348	62.0454545454545	30.5454545454545	15.6818181818182	6.09090909090909	23.7727272727273	20.4090909090909	12.6818181818182	8.72727272727273	30	"A"
"667"	61.8095238095238	29	15.7142857142857	5.80952380952381	21.8095238095238	15.8095238095238	14.6666666666667	10.5714285714286	27.2380952380952	67.5	34.5	13	4.75	28.375	21.7916666666667	13.5	12.4166666666667	30.25	"H"
"668"	63	30.68	20.04	6.8	21.04	17.36	13.2	11.16	31.44	51.5454545454545	25.5454545454545	26.0909090909091	10	28.0454545454545	20.0909090909091	14.6818181818182	10.9090909090909	33.4545454545455	"A"
"669"	66.4090909090909	30.1818181818182	17.1818181818182	6	22.2727272727273	17.2727272727273	15.8181818181818	12.1818181818182	30.5	59.2608695652174	28.0869565217391	19.5652173913043	7.21739130434783	24.6521739130435	17.7391304347826	12.7826086956522	9.73913043478261	30.9130434782609	"H"
"670"	64.7368421052632	32.7894736842105	17.8421052631579	6.78947368421053	27.5789473684211	21.5789473684211	13.5263157894737	12.1052631578947	30.3157894736842	57.3478260869565	27.9130434782609	27.3478260869565	10.304347826087	26	20.7391304347826	15.695652173913	11.7391304347826	32.3478260869565	"A"
"671"	64.5	30.1	13.6	4.4	25.7	18.95	15.25	10.15	27.9	66.7391304347826	31.4347826086957	14.7391304347826	4.78260869565217	24.2608695652174	18.5217391304348	14.1304347826087	12.8695652173913	28.3478260869565	"A"
"672"	57.2173913043478	26.6521739130435	20.6086956521739	8.30434782608696	23.4347826086957	17.5652173913043	13.1304347826087	12.1304347826087	27.0869565217391	55.2272727272727	26.8636363636364	20.6363636363636	7.90909090909091	23.7272727272727	19.1818181818182	13.2272727272727	10.5909090909091	30.0454545454545	"A"
"673"	59.2857142857143	27.952380952381	20.6190476190476	7.66666666666667	20.7142857142857	16.4761904761905	11.8571428571429	8.28571428571429	31.8095238095238	68.3333333333333	33.4285714285714	17.5238095238095	6.42857142857143	32.9523809523809	25.952380952381	14.0952380952381	12.5238095238095	31.1904761904762	"A"
"674"	60.92	29.32	18.44	6.64	23.32	19.44	16	9.16	27.72	61.5454545454545	32.5454545454545	16.5454545454545	6.72727272727273	26.4090909090909	19.8181818181818	15.6363636363636	9.95454545454546	32.8636363636364	"H"
"675"	58.8260869565217	29.2173913043478	16.9565217391304	6.1304347826087	25.4782608695652	19.6086956521739	16.8260869565217	10.7826086956522	31.7826086956522	67.1304347826087	32.3478260869565	13.6521739130435	4.91304347826087	25.2608695652174	18.4347826086957	15.0869565217391	13.695652173913	30.3913043478261	"A"
"676"	66.8	31.4	16.8	6.36	21.24	16.92	15.72	11.76	29.8	60.5	28.3636363636364	20.5	7.36363636363636	25.6363636363636	20.6363636363636	13.5454545454545	11.0454545454545	33.3636363636364	"H"
"677"	64.2413793103448	29.8275862068966	16.0689655172414	5.79310344827586	24.5172413793103	19.2758620689655	15.7586206896552	11.7241379310345	28.4827586206897	59.875	27.375	20.7916666666667	7.70833333333333	25.3333333333333	19.4583333333333	13.75	11.7083333333333	29.9166666666667	"H"
"678"	65	30.1739130434783	17.7826086956522	6.26086956521739	23.3913043478261	18.9130434782609	14.7826086956522	12.0869565217391	30.1304347826087	66.8260869565217	31.8260869565217	21.0434782608696	7.78260869565217	26.3913043478261	20.8695652173913	14.6521739130435	11.7391304347826	34.7826086956522	"A"
"679"	60.0454545454545	28.4090909090909	20.2727272727273	7.45454545454545	21.3181818181818	16.8636363636364	12.2272727272727	8.5	32.1363636363636	60.12	30.2	18.84	6.96	34.24	25.48	15.24	10.28	31.36	"H"
"680"	61.7307692307692	29.3461538461538	16.9615384615385	6.38461538461539	22.7692307692308	18.0384615384615	14.2307692307692	9	29.9230769230769	57.4545454545455	30.5909090909091	20.7272727272727	7.77272727272727	26.4090909090909	20.7727272727273	13.1818181818182	10.7727272727273	31.5909090909091	"H"
"681"	59.1666666666667	27.0833333333333	21.1666666666667	8	26.375	19.0833333333333	12.25	11	29.5833333333333	68.9130434782609	32.3478260869565	15.695652173913	5.08695652173913	26.6521739130435	19.5652173913043	13.5217391304348	12.7391304347826	29.3478260869565	"A"
"682"	67.1923076923077	31.5	16.7307692307692	6.30769230769231	21.5	16.9230769230769	15.4230769230769	11.9615384615385	29.7692307692308	55.4782608695652	26.9565217391304	20.5652173913043	7.78260869565217	23.5652173913043	19.0434782608696	12.9565217391304	10.5652173913043	29.695652173913	"A"
"683"	57.7083333333333	28.3333333333333	20.5	7.79166666666667	23.625	16.875	12.9166666666667	10.5416666666667	30.75	57.7083333333333	28.1666666666667	27.3333333333333	10.1666666666667	26.2916666666667	21.0416666666667	15.5833333333333	11.8333333333333	32.125	"A"
"684"	60.2272727272727	30.3181818181818	17.2272727272727	6.36363636363636	27.8181818181818	21.4090909090909	16.5909090909091	10.6363636363636	29.8181818181818	69.04	31.76	10.84	4.32	26.12	19.68	17.12	11.84	31.92	"A"
"685"	58.9615384615385	27.7692307692308	19.7692307692308	7.53846153846154	23	18.4615384615385	14.5	10.1538461538462	31.1923076923077	62.6923076923077	29.9615384615385	13.6153846153846	4.61538461538461	25.6153846153846	19.5384615384615	14.8461538461538	10.0769230769231	28.1153846153846	"H"
"686"	66.0869565217391	30.1304347826087	17.3913043478261	6	22.1739130434783	17.3478260869565	15.7826086956522	11.9130434782609	30.3478260869565	52	25.8260869565217	25.8260869565217	9.69565217391304	28.1304347826087	20.1739130434783	14.5217391304348	10.8695652173913	33.1739130434783	"H"
"687"	64.9	33	17.75	6.8	28	22.05	13.65	12.15	30.75	62.6521739130435	30.6521739130435	15.4782608695652	5.91304347826087	23.5652173913043	20.304347826087	12.5652173913043	8.65217391304348	30.3478260869565	"A"
"688"	63.2173913043478	30.304347826087	19.8260869565217	6.73913043478261	21.7391304347826	16.695652173913	12.3478260869565	10.9565217391304	28.1304347826087	66.4583333333333	32.0416666666667	12.2916666666667	4.20833333333333	22.8333333333333	17.1666666666667	12.2916666666667	10.5833333333333	29	"H"
"689"	59.5416666666667	27.75	20.4583333333333	7.79166666666667	25.0833333333333	19.5416666666667	13.5416666666667	10.7083333333333	29.125	66.5833333333333	31.4166666666667	14.875	4.83333333333333	24.3333333333333	18.4583333333333	14.25	13.0416666666667	28.4166666666667	"A"
"690"	59.1739130434783	31.0869565217391	17.3913043478261	6.39130434782609	27.9565217391304	21.5217391304348	16.9565217391304	8.91304347826087	30.5217391304348	68.9090909090909	33.6818181818182	17.3181818181818	6.36363636363636	32.2727272727273	25.3181818181818	14.2272727272727	12.4090909090909	31.2727272727273	"H"
"691"	57.5416666666667	26.9583333333333	20.2916666666667	8.125	23.25	17.5416666666667	13.2083333333333	12.1666666666667	27.5833333333333	62.6190476190476	31.3333333333333	20.5238095238095	7.09523809523809	22.5238095238095	18.1428571428571	13.5714285714286	11.8095238095238	32.6190476190476	"H"
"692"	62.8461538461538	30.8076923076923	19.8076923076923	6.73076923076923	21.1923076923077	17.5384615384615	13.2692307692308	10.9615384615385	31.4615384615385	67.16	34.4	13	4.76	28.64	21.96	13.56	12.36	29.92	"H"
"693"	64.92	31.2	20.24	7.32	21.16	17.44	15.68	10.92	30.2	67.4583333333333	32.5	13.4166666666667	4.75	25.375	18.6666666666667	14.875	13.625	30	"H"
"694"	65.2380952380952	33.2380952380952	17.7142857142857	6.80952380952381	27.7619047619048	21.8571428571429	13.2380952380952	12.047619047619	30.952380952381	61	31.6923076923077	17	7.03846153846154	27.4615384615385	21.1923076923077	14.7307692307692	11.0384615384615	31.6538461538462	"A"
"695"	59	27.2	20.76	7.8	26.84	19.32	12.48	10.84	29.6	59.9615384615385	28.1153846153846	15.1538461538462	5.26923076923077	27.1153846153846	20.5	16.1538461538462	10.5769230769231	29.5769230769231	"A"
"696"	59	29.5416666666667	16.7916666666667	6.04166666666667	25.0833333333333	19.375	17	10.7916666666667	31.7083333333333	57.72	28.16	27.24	10.12	26.08	20.96	15.44	11.76	32.2	"A"
"697"	61.2608695652174	30.7826086956522	16.8695652173913	6.34782608695652	27.4347826086957	21.0869565217391	16.3913043478261	10.7391304347826	29.695652173913	66.6	31.48	15	4.76	24	18.24	14.04	13.08	28.04	"A"
"698"	67.6296296296296	31.1851851851852	18.1851851851852	6.51851851851852	26.4444444444444	20	15.5925925925926	11.8518518518519	29.5185185185185	62.0869565217391	32.8260869565217	16.4347826086957	6.69565217391304	27	20.3913043478261	15.7391304347826	10.4347826086957	33.0869565217391	"H"
"699"	66.0833333333333	30.2083333333333	17.4583333333333	5.91666666666667	22.2083333333333	17.4583333333333	15.5	11.8333333333333	30	62.5555555555556	30.037037037037	13.7037037037037	4.74074074074074	25.4814814814815	19.4074074074074	14.7407407407407	9.96296296296296	28.4074074074074	"A"
"700"	53	25.9166666666667	26.4583333333333	11.0416666666667	25.625	18.875	13.3333333333333	9.125	32.7916666666667	66.5416666666667	31.7083333333333	21.1666666666667	7.91666666666667	26.5	20.8333333333333	14.6666666666667	11.7083333333333	34.375	"H"
"701"	57.8	27.04	20	8.12	23.08	17.52	13.24	11.96	27.56	69	31.9230769230769	11.0384615384615	4.38461538461539	26.3076923076923	19.8076923076923	17.0769230769231	12.0384615384615	31.7692307692308	"H"
"702"	61.8888888888889	29.3703703703704	16.7777777777778	6.18518518518519	22.8888888888889	18.1111111111111	13.962962962963	9.03703703703704	29.7777777777778	55.8333333333333	26.8333333333333	20.375	7.66666666666667	23.9583333333333	19.5	13.0833333333333	10.7916666666667	29.5	"H"
"703"	65.0833333333333	32.3333333333333	14.5	4.5	27.25	20.7916666666667	16.5	11.5	27.8333333333333	65.2916666666667	30.25	17.9583333333333	6.08333333333333	27.9166666666667	22	15.25	11.75	29.375	"A"
"704"	66.7777777777778	31.6666666666667	16.7407407407407	6.25925925925926	21.7037037037037	17.037037037037	15.3703703703704	11.7407407407407	29.7037037037037	62.6818181818182	31.6363636363636	20.2272727272727	7	22.1363636363636	17.9090909090909	13.5909090909091	11.5	32.4090909090909	"H"
"705"	61.7083333333333	31.25	16.7916666666667	6.375	27.2083333333333	21	16.125	10.7916666666667	29.75	59.6	27.24	20.76	7.8	25.28	19.52	13.76	11.72	29.96	"H"
"706"	64.1363636363636	30.4090909090909	14.5909090909091	4.81818181818182	22.6363636363636	16.6363636363636	11.4545454545455	10.5909090909091	30.5454545454545	66.7272727272727	32.2727272727273	15.7272727272727	5.31818181818182	26	20.4545454545455	13.1363636363636	12.6363636363636	30.3181818181818	"A"
"707"	65.4	30.2	17.92	6.32	22.44	17.48	15.4	11.6	30	55.7826086956522	29.2173913043478	21.5217391304348	7.73913043478261	24.3913043478261	18.5652173913043	14	10.0434782608696	29.6521739130435	"A"
"708"	63.375	30.0833333333333	19.6666666666667	6.75	21.8333333333333	16.7916666666667	12.0833333333333	10.9583333333333	27.9583333333333	67.68	32.36	13.36	4.76	25.72	18.96	14.88	13.72	30.16	"H"
"709"	64.9166666666667	30.2083333333333	18	6.45833333333333	23.3333333333333	19	15.0416666666667	12.125	30.25	60.6521739130435	28.4782608695652	20.4782608695652	7.30434782608696	25.8260869565217	20.9130434782609	13.4347826086957	11.0869565217391	33.3913043478261	"H"
